iter	Passed	Remaining
0	4379	3267222
1	13410	4995463
2	19095	4735596
3	23428	4351886
4	29012	4305396
5	29313	3620224
6	29551	3123979
7	37733	3485674
8	43790	3590837
9	44050	3246500
10	44342	2966935
11	44567	2729785
12	47500	2681940
13	55846	2923979
14	68460	3340882
15	73441	3355359
16	73533	3157615
17	82160	3327492
18	101523	3889950
